+0.0000000000	+1.6500000000
+0.0000204082	+1.8418157425
+0.0000204082	+2.0304818759
+0.0000204082	+2.2129005073
+0.0000204082	+2.3860763280
+0.0000204082	+2.5471657957
+0.0000204082	+2.6935238259
+0.0000204082	+2.8227472237
+0.0000204082	+2.9327141445
+0.0000204082	+3.0216189345
+0.0000204082	+3.0880017796
+0.0000204082	+3.1307726751
+0.0000204082	+3.1492293243
+0.0000204082	+3.1430686694
+0.0000204082	+3.1123918683
+0.0000204082	+3.0577026331
+0.0000204082	+2.9798989596
+0.0000204082	+2.8802583819
+0.0000204082	+2.7604169956
+0.0000204082	+2.6223425930
+0.0000204082	+2.4683023518
+0.0000204082	+2.3008256087
+0.0000204082	+2.1226623270
+0.0000204082	+1.9367379431
+0.0000204082	+1.7461053300
+0.0000204082	+1.5538946700
+0.0000204082	+1.3632620569
+0.0000204082	+1.1773376730
+0.0000204082	+0.9991743913
+0.0000204082	+0.8316976482
+0.0000204082	+0.6776574070
+0.0000204082	+0.5395830044
+0.0000204082	+0.4197416181
+0.0000204082	+0.3201010404
+0.0000204082	+0.2422973669
+0.0000204082	+0.1876081317
+0.0000204082	+0.1569313306
+0.0000204082	+0.1507706757
+0.0000204082	+0.1692273249
+0.0000204082	+0.2119982204
+0.0000204082	+0.2783810655
+0.0000204082	+0.3672858555
+0.0000204082	+0.4772527763
+0.0000204082	+0.6064761741
+0.0000204082	+0.7528342043
+0.0000204082	+0.9139236720
+0.0000204082	+1.0870994927
+0.0000204082	+1.2695181241
+0.0000204082	+1.4581842575
